Year,Region,Crop,Season,Yield_kg_per_ha,Area_ha,Production_tonnes,Rainfall_mm,Avg_Temp_C,Fertilizer_kg_per_ha
2020,Telangana,Cotton,Kharif,540.2,1612.1,870.86,905.1,21.7,125.4
2020,Telangana,Cotton,Rabi,307.7,2027.2,623.77,47.2,16.0,121.7
2020,Telangana,Sugarcane,Kharif,73655.5,890.9,65619.68,921.2,26.2,151.4
2020,Telangana,Sugarcane,Rabi,56459.7,926.2,52292.97,80.0,21.5,130.9
2020,Telangana,Sugarcane,Zaid,64016.5,902.9,57800.5,31.2,30.3,145.4
2020,Telangana,Pulses,Kharif,873.0,1384.1,1208.32,1164.1,28.2,127.2
2020,Telangana,Pulses,Rabi,1225.8,1437.1,1761.6,102.5,17.9,129.4
2020,Telangana,Pulses,Zaid,592.2,1652.0,978.31,146.4,25.6,126.3
2020,Telangana,Soybean,Kharif,1227.5,1161.2,1425.37,811.0,26.4,149.0
2020,Telangana,Groundnut,Kharif,1560.6,1053.2,1643.62,910.6,30.2,142.8
2020,Telangana,Groundnut,Rabi,1374.7,855.7,1176.33,106.7,18.3,172.4
2020,Telangana,Groundnut,Zaid,1171.5,953.5,1117.03,179.6,29.5,144.9
2020,Chhattisgarh,Rice,Kharif,2069.8,3792.8,7850.34,733.0,30.6,128.6
2020,Chhattisgarh,Rice,Rabi,694.1,3364.1,2335.02,196.4,21.0,166.0
2020,Chhattisgarh,Rice,Zaid,911.7,3145.3,2867.57,30.0,23.1,130.2
2020,Chhattisgarh,Wheat,Kharif,439.9,3437.2,1512.02,812.7,26.6,111.1
2020,Chhattisgarh,Wheat,Rabi,2429.9,3466.9,8424.22,143.9,18.3,65.2
2020,Chhattisgarh,Wheat,Zaid,568.1,3187.7,1810.93,30.0,30.5,160.4
2020,Chhattisgarh,Maize,Kharif,2267.7,1927.6,4371.22,863.3,25.2,183.7
2020,Chhattisgarh,Maize,Rabi,1576.9,1968.9,3104.76,101.1,17.2,154.8
2020,Chhattisgarh,Maize,Zaid,1669.4,1596.6,2665.36,193.9,26.4,113.6
2020,Chhattisgarh,Cotton,Kharif,428.5,1275.8,546.68,829.3,28.7,182.8
2020,Chhattisgarh,Cotton,Rabi,245.6,1353.6,332.44,30.0,13.9,189.7
2020,Chhattisgarh,Sugarcane,Kharif,62990.3,686.3,43230.24,858.5,30.6,171.3
2020,Chhattisgarh,Sugarcane,Rabi,63397.9,806.1,51105.05,184.8,13.0,116.0
2020,Chhattisgarh,Sugarcane,Zaid,52996.8,736.6,39037.44,127.5,24.9,137.6
2020,Chhattisgarh,Pulses,Kharif,681.4,1371.7,934.68,795.6,28.2,134.7
2020,Chhattisgarh,Pulses,Rabi,844.4,1154.2,974.61,126.2,12.8,154.6
2020,Chhattisgarh,Pulses,Zaid,491.2,1221.4,599.95,156.1,26.8,187.2
2020,Chhattisgarh,Soybean,Kharif,939.9,888.8,835.38,743.2,22.4,165.7
2020,Chhattisgarh,Groundnut,Kharif,1355.4,794.6,1077.0,884.7,24.1,105.1
2020,Chhattisgarh,Groundnut,Rabi,1104.3,730.2,806.36,203.1,17.8,118.7
2020,Chhattisgarh,Groundnut,Zaid,1072.1,733.1,785.96,114.8,31.6,128.4
2021,Punjab,Rice,Kharif,3569.0,6445.0,23002.21,942.3,29.2,135.3
2021,Punjab,Rice,Rabi,1410.5,5610.2,7913.19,276.6,10.5,123.5
2021,Punjab,Rice,Zaid,1895.8,7447.3,14118.59,41.4,33.2,152.5
2021,Punjab,Wheat,Kharif,758.4,4875.8,3697.81,793.5,29.8,143.9
2021,Punjab,Wheat,Rabi,4698.7,5269.8,24761.21,137.9,11.4,168.6
2021,Punjab,Wheat,Zaid,1102.1,5694.9,6276.35,154.2,23.9,122.3
2021,Punjab,Maize,Kharif,3900.7,3106.9,12119.08,787.3,31.5,172.2
2021,Punjab,Maize,Rabi,2724.2,2885.5,7860.68,65.6,19.0,131.7
2021,Punjab,Maize,Zaid,3346.6,2872.5,9613.11,77.7,28.5,165.5
2021,Punjab,Cotton,Kharif,735.7,2791.3,2053.56,723.9,28.7,157.3
2021,Punjab,Cotton,Rabi,418.5,2807.6,1174.98,256.2,24.0,148.8
2021,Punjab,Sugarcane,Kharif,122797.6,1432.0,175846.16,809.8,28.7,133.8
2021,Punjab,Sugarcane,Rabi,112871.7,1278.1,144261.32,131.2,20.2,134.7
2021,Punjab,Sugarcane,Zaid,104089.1,1298.7,135180.51,82.1,22.1,143.6
2021,Punjab,Pulses,Kharif,1095.8,1999.3,2190.83,910.8,32.5,122.7
2021,Punjab,Pulses,Rabi,1838.5,2532.6,4656.19,30.0,17.6,154.5
2021,Punjab,Pulses,Zaid,873.3,2661.3,2324.11,188.4,28.2,131.6
2021,Punjab,Soybean,Kharif,1835.5,1541.8,2829.97,937.0,24.1,154.3
2021,Punjab,Groundnut,Kharif,2527.2,1414.0,3573.46,700.4,27.0,131.5
2021,Punjab,Groundnut,Rabi,2368.2,1623.1,3843.83,81.9,17.4,121.1
2021,Punjab,Groundnut,Zaid,1972.3,1303.4,2570.7,252.4,26.9,127.3
2021,Haryana,Rice,Kharif,3206.3,5119.2,16413.69,841.5,22.3,173.0
2021,Haryana,Rice,Rabi,1260.9,5069.1,6391.63,87.1,16.0,165.1
2021,Haryana,Rice,Zaid,1684.0,5757.7,9695.97,79.7,28.1,151.1
2021,Haryana,Wheat,Kharif,743.4,4672.1,3473.24,768.3,27.3,159.5
2021,Haryana,Wheat,Rabi,4263.8,4904.8,20913.09,125.6,19.3,151.8
2021,Haryana,Wheat,Zaid,927.4,5493.5,5094.67,63.0,22.0,124.7
2021,Haryana,Maize,Kharif,3796.0,2513.1,9539.73,788.0,19.3,130.6
2021,Haryana,Maize,Rabi,2326.7,2930.1,6817.46,30.0,18.8,110.3
2021,Haryana,Maize,Zaid,3197.2,2602.5,8320.71,177.1,26.6,122.6
2021,Haryana,Cotton,Kharif,615.0,2504.1,1540.02,709.9,32.7,118.5
2021,Haryana,Cotton,Rabi,433.5,2204.8,955.78,30.0,15.0,121.2
2021,Haryana,Sugarcane,Kharif,90057.6,1249.4,112517.97,809.9,29.5,164.3
2021,Haryana,Sugarcane,Rabi,92295.1,1065.5,98340.43,214.6,15.7,173.3
2021,Haryana,Sugarcane,Zaid,83014.4,1038.8,86235.36,191.5,29.8,167.9
2021,Haryana,Pulses,Kharif,1227.2,1978.6,2428.14,867.9,34.8,124.6
2021,Haryana,Pulses,Rabi,1368.6,2004.5,2743.36,30.0,21.4,145.2
2021,Haryana,Pulses,Zaid,890.7,2147.6,1912.87,163.4,25.1,123.1
2021,Haryana,Soybean,Kharif,1450.4,1757.7,2549.37,916.4,26.6,162.4
2021,Haryana,Groundnut,Kharif,2371.0,1360.8,3226.46,985.1,30.2,184.5
2021,Haryana,Groundnut,Rabi,1725.2,1426.4,2460.83,78.0,20.2,114.1
2021,Haryana,Groundnut,Zaid,1745.1,1417.8,2474.2,30.0,28.9,115.3
2021,Uttar Pradesh,Rice,Kharif,2622.6,4918.1,12898.21,950.0,27.4,153.3
2021,Uttar Pradesh,Rice,Rabi,1022.3,4328.7,4425.23,118.2,14.8,187.8
2021,Uttar Pradesh,Rice,Zaid,1269.0,4647.0,5897.04,135.2,28.7,141.9
2021,Uttar Pradesh,Wheat,Kharif,646.8,4180.3,2703.82,1006.1,23.0,166.5
2021,Uttar Pradesh,Wheat,Rabi,3672.2,3732.7,13707.22,181.8,15.0,165.9
2021,Uttar Pradesh,Wheat,Zaid,921.4,4681.9,4313.9,139.6,29.9,166.5
2021,Uttar Pradesh,Maize,Kharif,3097.9,2271.8,7037.81,861.8,30.0,111.6
2021,Uttar Pradesh,Maize,Rabi,2268.4,2068.8,4692.87,258.8,15.3,169.3
2021,Uttar Pradesh,Maize,Zaid,2674.6,2305.8,6167.09,275.3,25.7,147.2
2021,Uttar Pradesh,Cotton,Kharif,617.5,2146.2,1325.28,797.4,25.3,173.9
2021,Uttar Pradesh,Cotton,Rabi,377.0,2251.8,848.93,130.7,19.8,209.1
2021,Uttar Pradesh,Sugarcane,Kharif,84215.6,954.4,80375.37,782.7,23.3,177.6
2021,Uttar Pradesh,Sugarcane,Rabi,77163.5,935.0,72147.87,103.1,17.9,146.9
2021,Uttar Pradesh,Sugarcane,Zaid,81153.8,1137.2,92288.1,127.3,31.8,148.5
2021,Uttar Pradesh,Pulses,Kharif,872.0,1708.6,1489.9,764.0,31.6,168.5
2021,Uttar Pradesh,Pulses,Rabi,1206.9,1829.9,2208.51,88.1,18.6,114.4
2021,Uttar Pradesh,Pulses,Zaid,750.7,1893.8,1421.68,204.9,28.0,167.1
2021,Uttar Pradesh,Soybean,Kharif,1344.4,1195.9,1607.77,965.2,34.3,114.6
2021,Uttar Pradesh,Groundnut,Kharif,1811.5,976.4,1768.75,883.3,35.7,123.9
2021,Uttar Pradesh,Groundnut,Rabi,1529.1,953.8,1458.46,126.8,18.6,117.4
2021,Uttar Pradesh,Groundnut,Zaid,1242.8,1145.5,1423.63,140.6,33.9,139.5
2021,Madhya Pradesh,Rice,Kharif,2266.5,4420.7,10019.52,763.6,32.8,154.4
2021,Madhya Pradesh,Rice,Rabi,991.3,4231.6,4194.79,30.0,19.8,117.0
2021,Madhya Pradesh,Rice,Zaid,1033.2,4802.5,4961.94,184.7,24.9,170.8
2021,Madhya Pradesh,Wheat,Kharif,467.7,3887.5,1818.18,980.3,21.2,110.5
2021,Madhya Pradesh,Wheat,Rabi,3259.2,4118.3,13422.36,41.7,16.2,135.9
2021,Madhya Pradesh,Wheat,Zaid,706.1,3243.9,2290.52,30.0,21.8,122.9
2021,Madhya Pradesh,Maize,Kharif,2438.9,2330.3,5683.37,830.8,22.6,106.1
2021,Madhya Pradesh,Maize,Rabi,1716.1,2182.9,3746.07,276.3,18.5,152.8
2021,Madhya Pradesh,Maize,Zaid,2584.7,2141.2,5534.36,76.6,23.0,114.4
2021,Madhya Pradesh,Cotton,Kharif,472.1,1536.9,725.57,772.8,25.5,156.9
2021,Madhya Pradesh,Cotton,Rabi,302.7,1758.9,532.42,65.5,18.6,165.7
2021,Madhya Pradesh,Sugarcane,Kharif,77822.0,865.3,67339.38,804.9,28.4,120.2
2021,Madhya Pradesh,Sugarcane,Rabi,67242.0,802.8,53981.88,184.3,17.8,138.1
2021,Madhya Pradesh,Sugarcane,Zaid,74211.8,747.4,55465.9,30.0,31.6,147.9
2021,Madhya Pradesh,Pulses,Kharif,820.0,1579.3,1295.03,783.5,29.5,154.2
2021,Madhya Pradesh,Pulses,Rabi,1118.6,1348.7,1508.66,112.1,19.7,119.7
2021,Madhya Pradesh,Pulses,Zaid,597.6,1527.4,912.77,80.6,30.0,143.2
2021,Madhya Pradesh,Soybean,Kharif,1086.3,1245.9,1353.42,1013.7,26.2,161.1
2021,Madhya Pradesh,Groundnut,Kharif,1585.5,991.0,1571.23,764.4,26.3,136.3
2021,Madhya Pradesh,Groundnut,Rabi,1487.1,916.7,1363.22,136.6,17.1,103.8
2021,Madhya Pradesh,Groundnut,Zaid,1231.3,908.1,1118.14,216.7,28.8,174.6
2021,Rajasthan,Rice,Kharif,2038.3,3809.5,7764.9,938.1,23.4,183.7
2021,Rajasthan,Rice,Rabi,744.0,3620.7,2693.8,166.1,19.7,108.1
2021,Rajasthan,Rice,Zaid,899.3,3046.2,2739.45,143.4,32.2,153.9
2021,Rajasthan,Wheat,Kharif,367.3,3112.1,1143.07,860.6,27.7,119.9
2021,Rajasthan,Wheat,Rabi,2564.2,2699.3,6921.55,86.9,16.4,136.6
2021,Rajasthan,Wheat,Zaid,588.1,2949.1,1734.37,30.0,31.3,130.6
2021,Rajasthan,Maize,Kharif,2144.4,1490.5,3196.23,756.3,28.4,121.6
2021,Rajasthan,Maize,Rabi,1587.8,1745.8,2771.98,134.2,18.5,106.6
2021,Rajasthan,Maize,Zaid,1759.9,1945.6,3424.06,130.6,26.5,160.5
2021,Rajasthan,Cotton,Kharif,350.0,1344.2,470.47,859.6,30.9,87.4
2021,Rajasthan,Cotton,Rabi,267.1,1366.4,364.97,230.9,10.1,131.9
2021,Rajasthan,Sugarcane,Kharif,59763.2,750.2,44834.35,890.6,25.2,100.1
2021,Rajasthan,Sugarcane,Rabi,54728.1,634.4,34719.51,102.9,19.9,166.0
2021,Rajasthan,Sugarcane,Zaid,48277.4,791.0,38187.42,331.6,27.5,131.1
2021,Rajasthan,Pulses,Kharif,731.2,1432.4,1047.37,799.8,29.5,131.3
2021,Rajasthan,Pulses,Rabi,874.6,1210.3,1058.53,167.7,19.0,138.5
2021,Rajasthan,Pulses,Zaid,511.5,1185.9,606.59,77.3,26.3,180.0
2021,Rajasthan,Soybean,Kharif,982.2,1021.4,1003.22,872.6,25.6,150.6
2021,Rajasthan,Groundnut,Kharif,1435.9,757.2,1087.26,672.7,28.5,140.2
2021,Rajasthan,Groundnut,Rabi,1185.3,755.7,895.73,53.7,16.3,110.7
2021,Rajasthan,Groundnut,Zaid,974.7,760.9,741.65,285.4,31.4,96.7
2021,Maharashtra,Rice,Kharif,2139.0,4104.9,8780.38,871.1,34.3,179.9
2021,Maharashtra,Rice,Rabi,915.9,3550.3,3251.72,55.0,21.6,124.4
2021,Maharashtra,Rice,Zaid,1033.5,4382.1,4528.9,154.7,32.1,147.8
2021,Maharashtra,Wheat,Kharif,509.1,3483.6,1773.5,967.3,26.8,124.7
2021,Maharashtra,Wheat,Rabi,3502.7,3510.4,12295.88,30.0,12.5,139.2
2021,Maharashtra,Wheat,Zaid,710.6,3154.5,2241.59,129.8,25.3,138.5
2021,Maharashtra,Maize,Kharif,2676.7,1967.8,5267.21,1019.6,30.9,141.3
2021,Maharashtra,Maize,Rabi,1776.8,2261.2,4017.7,205.9,21.8,149.8
2021,Maharashtra,Maize,Zaid,2370.6,2274.8,5392.64,84.9,24.2,147.2
2021,Maharashtra,Cotton,Kharif,439.2,1530.2,672.06,798.9,29.6,94.1
2021,Maharashtra,Cotton,Rabi,259.7,1713.3,444.94,269.0,18.2,107.7
2021,Maharashtra,Sugarcane,Kharif,66543.0,803.2,53447.34,776.5,32.0,169.6
2021,Maharashtra,Sugarcane,Rabi,65566.9,844.0,55338.46,200.0,21.8,168.7
2021,Maharashtra,Sugarcane,Zaid,58846.1,922.3,54273.76,200.6,27.2,151.3
2021,Maharashtra,Pulses,Kharif,770.2,1630.6,1255.89,820.7,34.1,140.0
2021,Maharashtra,Pulses,Rabi,1127.2,1586.8,1788.64,56.7,15.6,97.7
2021,Maharashtra,Pulses,Zaid,605.7,1385.2,839.02,135.0,30.1,158.4
2021,Maharashtra,Soybean,Kharif,994.9,1160.9,1154.98,827.3,29.6,180.6
2021,Maharashtra,Groundnut,Kharif,1556.8,868.2,1351.61,733.1,33.7,116.3
2021,Maharashtra,Groundnut,Rabi,1280.7,893.9,1144.82,181.1,15.5,124.0
2021,Maharashtra,Groundnut,Zaid,1174.8,884.2,1038.76,126.1,29.3,146.7
2021,Karnataka,Rice,Kharif,2597.9,5371.8,13955.4,879.6,23.5,111.1
2021,Karnataka,Rice,Rabi,996.3,4170.8,4155.37,61.7,15.6,112.1
2021,Karnataka,Rice,Zaid,1354.7,4445.0,6021.64,137.0,26.3,150.6
2021,Karnataka,Wheat,Kharif,567.3,4208.5,2387.48,861.3,28.0,87.8
2021,Karnataka,Wheat,Rabi,3588.0,3535.1,12683.94,297.0,21.0,124.6
2021,Karnataka,Wheat,Zaid,769.2,4184.3,3218.56,147.3,30.2,154.8
2021,Karnataka,Maize,Kharif,2854.2,2558.4,7302.19,877.1,29.2,122.0
2021,Karnataka,Maize,Rabi,2114.0,2138.4,4520.58,212.1,17.8,141.8
2021,Karnataka,Maize,Zaid,2451.9,2293.0,5622.21,108.0,26.9,166.2
2021,Karnataka,Cotton,Kharif,544.8,1917.7,1044.76,823.3,29.8,118.7
2021,Karnataka,Cotton,Rabi,390.5,1867.8,729.38,141.2,19.1,149.4
2021,Karnataka,Sugarcane,Kharif,76519.3,1041.1,79664.24,875.2,31.7,166.4
2021,Karnataka,Sugarcane,Rabi,80001.8,1008.9,80713.82,94.8,17.3,116.8
2021,Karnataka,Sugarcane,Zaid,72438.9,982.2,71149.49,135.0,25.3,119.1
2021,Karnataka,Pulses,Kharif,900.3,1818.9,1637.56,874.6,24.9,132.4
2021,Karnataka,Pulses,Rabi,1221.7,1919.8,2345.42,98.9,13.7,107.1
2021,Karnataka,Pulses,Zaid,678.4,1650.1,1119.43,30.0,28.0,166.2
2021,Karnataka,Soybean,Kharif,1122.5,1442.5,1619.21,852.0,27.5,137.3
2021,Karnataka,Groundnut,Kharif,1897.7,1023.3,1941.92,986.3,32.2,130.5
2021,Karnataka,Groundnut,Rabi,1607.8,1096.9,1763.6,81.2,14.4,82.1
2021,Karnataka,Groundnut,Zaid,1410.5,1054.1,1486.81,53.7,30.7,98.2
2021,Andhra Pradesh,Rice,Kharif,2736.6,5473.4,14978.51,851.7,26.6,136.0
2021,Andhra Pradesh,Rice,Rabi,999.8,4451.2,4450.31,30.0,19.4,157.0
2021,Andhra Pradesh,Rice,Zaid,1382.9,5485.2,7585.48,96.9,25.0,135.5
2021,Andhra Pradesh,Wheat,Kharif,483.3,3949.9,1908.99,864.3,32.4,160.2
2021,Andhra Pradesh,Wheat,Rabi,3622.3,4476.3,16214.5,83.7,15.9,90.8
2021,Andhra Pradesh,Wheat,Zaid,804.1,4549.0,3657.85,283.4,27.4,177.6
2021,Andhra Pradesh,Maize,Kharif,2963.1,2723.1,8068.82,873.7,25.6,160.6
2021,Andhra Pradesh,Maize,Rabi,2085.3,2630.8,5486.01,121.4,18.9,125.9
2021,Andhra Pradesh,Maize,Zaid,2259.5,2603.3,5882.16,78.6,31.0,127.6
2021,Andhra Pradesh,Cotton,Kharif,517.5,1692.2,875.71,789.2,28.7,106.9
2021,Andhra Pradesh,Cotton,Rabi,326.4,1872.2,611.09,30.0,11.8,137.8
2021,Andhra Pradesh,Sugarcane,Kharif,81250.5,913.1,74189.83,823.9,25.2,127.7
2021,Andhra Pradesh,Sugarcane,Rabi,75463.7,1011.3,76316.44,143.1,18.5,172.6
2021,Andhra Pradesh,Sugarcane,Zaid,77172.9,875.4,67557.16,87.0,32.7,141.7
2021,Andhra Pradesh,Pulses,Kharif,893.3,1618.6,1445.9,778.7,23.8,100.0
2021,Andhra Pradesh,Pulses,Rabi,1147.6,1827.1,2096.78,132.8,16.5,117.6
2021,Andhra Pradesh,Pulses,Zaid,753.5,1852.1,1395.56,121.3,25.0,150.5
2021,Andhra Pradesh,Soybean,Kharif,1179.3,1248.3,1472.12,857.8,26.5,137.6
2021,Andhra Pradesh,Groundnut,Kharif,1807.6,932.0,1684.68,883.0,26.8,110.4
2021,Andhra Pradesh,Groundnut,Rabi,1552.0,1235.9,1918.12,141.5,21.9,125.9
2021,Andhra Pradesh,Groundnut,Zaid,1483.3,980.2,1453.93,30.0,31.5,152.0
2021,Tamil Nadu,Rice,Kharif,2798.3,4758.3,13315.15,807.7,23.8,173.0
2021,Tamil Nadu,Rice,Rabi,1086.6,5515.3,5992.92,33.3,15.1,132.2
2021,Tamil Nadu,Rice,Zaid,1358.2,4737.4,6434.34,63.2,31.5,181.8
2021,Tamil Nadu,Wheat,Kharif,550.6,4669.7,2571.14,962.4,27.6,104.2
2021,Tamil Nadu,Wheat,Rabi,3645.7,3757.9,13700.18,159.5,17.0,160.0
2021,Tamil Nadu,Wheat,Zaid,763.6,3688.8,2816.77,211.8,23.8,154.8
2021,Tamil Nadu,Maize,Kharif,2919.2,2203.2,6431.58,834.4,26.4,133.4
2021,Tamil Nadu,Maize,Rabi,1970.7,2321.8,4575.57,116.4,19.0,181.3
2021,Tamil Nadu,Maize,Zaid,2627.5,2489.5,6541.16,199.7,26.6,129.3
2021,Tamil Nadu,Cotton,Kharif,557.9,1938.6,1081.54,897.7,25.8,169.8
2021,Tamil Nadu,Cotton,Rabi,378.4,1743.6,659.78,139.4,17.3,98.3
2021,Tamil Nadu,Sugarcane,Kharif,89590.2,1134.8,101666.96,783.4,22.5,117.7
2021,Tamil Nadu,Sugarcane,Rabi,80064.2,1004.7,80440.5,162.9,20.1,133.7
2021,Tamil Nadu,Sugarcane,Zaid,85020.6,1102.3,93718.21,151.8,25.6,92.3
2021,Tamil Nadu,Pulses,Kharif,943.1,1950.0,1839.05,930.1,28.5,154.3
2021,Tamil Nadu,Pulses,Rabi,1372.5,1977.5,2714.12,169.7,16.3,136.7
2021,Tamil Nadu,Pulses,Zaid,792.5,1765.3,1399.0,44.6,25.8,172.3
2021,Tamil Nadu,Soybean,Kharif,1197.6,1444.5,1729.93,889.0,23.8,145.5
2021,Tamil Nadu,Groundnut,Kharif,2026.1,1114.2,2257.48,782.4,25.3,75.3
2021,Tamil Nadu,Groundnut,Rabi,1662.7,1189.6,1977.95,196.0,17.0,99.7
2021,Tamil Nadu,Groundnut,Zaid,1393.2,952.3,1326.74,93.1,30.3,110.3
2021,West Bengal,Rice,Kharif,2617.9,4112.4,10765.85,947.2,30.0,178.2
2021,West Bengal,Rice,Rabi,1029.6,5244.6,5399.84,180.9,12.4,161.6
2021,West Bengal,Rice,Zaid,1240.8,5137.2,6374.24,135.7,27.0,120.7
2021,West Bengal,Wheat,Kharif,552.9,3752.3,2074.65,948.4,31.5,137.8
2021,West Bengal,Wheat,Rabi,3652.7,3397.1,12408.59,90.4,19.6,150.7
2021,West Bengal,Wheat,Zaid,739.2,3487.0,2577.59,30.0,28.9,186.0
2021,West Bengal,Maize,Kharif,2571.6,2049.9,5271.52,891.6,27.7,134.0
2021,West Bengal,Maize,Rabi,2090.4,2356.4,4925.82,134.9,19.8,137.9
2021,West Bengal,Maize,Zaid,2424.9,2262.6,5486.58,133.6,26.2,149.1
2021,West Bengal,Cotton,Kharif,528.3,1871.5,988.71,698.8,24.5,148.7
2021,West Bengal,Cotton,Rabi,356.1,2094.8,745.96,30.0,19.1,144.8
2021,West Bengal,Sugarcane,Kharif,80300.9,833.2,66906.71,965.8,31.3,177.7
2021,West Bengal,Sugarcane,Rabi,71965.6,925.9,66632.95,320.1,18.7,87.9
2021,West Bengal,Sugarcane,Zaid,72723.7,831.5,60469.76,76.1,27.6,119.4
2021,West Bengal,Pulses,Kharif,836.2,1522.7,1273.28,1004.6,22.1,158.8
2021,West Bengal,Pulses,Rabi,1013.6,1748.1,1771.87,122.3,17.9,126.3
2021,West Bengal,Pulses,Zaid,673.3,1393.1,937.97,101.4,32.9,149.0
2021,West Bengal,Soybean,Kharif,1113.2,1397.5,1555.7,847.5,35.2,149.4
2021,West Bengal,Groundnut,Kharif,1711.3,998.3,1708.39,722.3,26.5,155.8
2021,West Bengal,Groundnut,Rabi,1510.4,1102.2,1664.76,30.0,18.4,123.1
2021,West Bengal,Groundnut,Zaid,1399.1,947.3,1325.37,103.0,26.4,137.8
2021,Odisha,Rice,Kharif,2481.5,3906.4,9693.73,736.1,24.3,111.9
2021,Odisha,Rice,Rabi,792.2,3365.4,2666.07,54.7,22.8,160.1
2021,Odisha,Rice,Zaid,1142.1,3774.1,4310.4,30.0,32.9,137.2
2021,Odisha,Wheat,Kharif,418.5,3641.5,1523.97,757.6,27.9,122.8
2021,Odisha,Wheat,Rabi,2913.5,3275.0,9541.71,181.3,15.7,109.2
2021,Odisha,Wheat,Zaid,636.8,3244.3,2065.97,211.6,27.7,149.8
2021,Odisha,Maize,Kharif,2213.2,1972.7,4365.98,864.5,28.4,157.7
2021,Odisha,Maize,Rabi,1640.7,2019.4,3313.23,39.2,20.9,134.1
2021,Odisha,Maize,Zaid,2078.4,1939.3,4030.64,142.3,26.8,120.8
2021,Odisha,Cotton,Kharif,453.9,1438.6,652.98,940.2,29.7,122.4
2021,Odisha,Cotton,Rabi,240.3,1583.5,380.52,108.4,17.7,133.9
2021,Odisha,Sugarcane,Kharif,59319.4,876.2,51975.66,841.6,26.8,132.4
2021,Odisha,Sugarcane,Rabi,63744.2,747.9,47674.29,64.1,16.9,141.2
2021,Odisha,Sugarcane,Zaid,58104.0,837.7,48673.72,79.6,30.6,142.0
2021,Odisha,Pulses,Kharif,794.7,1210.5,961.98,819.0,28.5,150.4
2021,Odisha,Pulses,Rabi,1026.0,1268.4,1301.38,106.1,21.7,114.2
2021,Odisha,Pulses,Zaid,561.0,1457.3,817.55,72.8,27.5,124.4
2021,Odisha,Soybean,Kharif,919.6,1167.8,1073.91,762.9,32.1,162.2
2021,Odisha,Groundnut,Kharif,1429.9,927.0,1325.52,869.4,31.2,135.3
2021,Odisha,Groundnut,Rabi,1197.2,915.3,1095.8,32.5,22.7,101.7
2021,Odisha,Groundnut,Zaid,1200.0,780.7,936.84,90.2,27.6,132.0
2021,Bihar,Rice,Kharif,2031.8,3787.5,7695.44,842.1,26.2,136.6
2021,Bihar,Rice,Rabi,892.4,3546.3,3164.72,136.6,23.1,165.0
2021,Bihar,Rice,Zaid,1247.6,3853.9,4808.13,65.5,27.3,140.1
2021,Bihar,Wheat,Kharif,499.5,2880.9,1439.01,951.8,28.5,138.9
2021,Bihar,Wheat,Rabi,2987.6,3755.2,11219.04,30.0,19.9,181.0
2021,Bihar,Wheat,Zaid,667.9,3300.8,2204.6,144.9,20.9,127.1
2021,Bihar,Maize,Kharif,2286.6,1964.9,4492.94,847.2,31.0,134.6
2021,Bihar,Maize,Rabi,1734.4,1969.5,3415.9,81.8,12.4,142.8
2021,Bihar,Maize,Zaid,2208.4,1822.7,4025.25,112.2,27.1,133.8
2021,Bihar,Cotton,Kharif,476.9,1570.5,748.97,793.0,26.2,127.8
2021,Bihar,Cotton,Rabi,287.8,1509.4,434.41,106.0,18.0,147.7
2021,Bihar,Sugarcane,Kharif,75401.4,906.9,68381.53,822.6,25.1,164.6
2021,Bihar,Sugarcane,Rabi,62758.3,817.2,51286.08,31.4,16.8,138.4
2021,Bihar,Sugarcane,Zaid,62076.7,776.0,48171.52,141.1,22.9,205.9
2021,Bihar,Pulses,Kharif,809.7,1574.4,1274.79,829.6,31.3,100.9
2021,Bihar,Pulses,Rabi,807.0,1314.5,1060.8,165.7,13.1,155.1
2021,Bihar,Pulses,Zaid,531.2,1618.7,859.85,30.0,28.3,124.3
2021,Bihar,Soybean,Kharif,1057.6,979.6,1036.02,621.6,26.3,133.5
2021,Bihar,Groundnut,Kharif,1470.2,898.7,1321.27,884.4,28.1,154.0
2021,Bihar,Groundnut,Rabi,1470.1,941.6,1384.25,81.5,24.0,197.0
2021,Bihar,Groundnut,Zaid,1023.3,1006.0,1029.44,93.2,28.0,169.5
2021,Gujarat,Rice,Kharif,2634.4,5243.0,13812.16,891.6,28.5,188.3
2021,Gujarat,Rice,Rabi,1191.4,4663.4,5555.97,71.2,13.3,110.5
2021,Gujarat,Rice,Zaid,1603.7,5150.4,8259.7,92.2,29.1,174.2
2021,Gujarat,Wheat,Kharif,652.8,4026.9,2628.76,806.3,28.1,101.4
2021,Gujarat,Wheat,Rabi,3930.8,4298.6,16896.94,295.7,18.2,151.8
2021,Gujarat,Wheat,Zaid,913.0,4479.0,4089.33,135.9,25.5,175.6
2021,Gujarat,Maize,Kharif,3137.2,2449.9,7685.83,779.0,26.9,153.7
2021,Gujarat,Maize,Rabi,2071.1,2830.2,5861.63,30.0,17.8,152.3
2021,Gujarat,Maize,Zaid,2726.1,2672.5,7285.5,30.0,30.8,117.5
2021,Gujarat,Cotton,Kharif,518.7,1955.5,1014.32,752.3,21.9,137.5
2021,Gujarat,Cotton,Rabi,349.1,2364.9,825.59,42.7,14.0,86.9
2021,Gujarat,Sugarcane,Kharif,89209.6,954.8,85177.33,853.7,31.5,164.3
2021,Gujarat,Sugarcane,Rabi,78075.6,1089.9,85094.6,136.3,18.4,123.6
